Date,Device Category,Browser,Total Visitors,Sessions,Bounce Rate
2019-06-05,mobile,Android Browser,39,39,100
2019-06-05,mobile,Android Webview,78,78,100
2019-06-05,mobile,Chrome,738,816,38.1127
2019-06-05,mobile,Safari,1982,2292,37.3037
2019-06-05,mobile,Safari (in-app),155,155,50.3226
2019-06-05,mobile,Samsung Internet,155,544,28.4926
2019-06-05,tablet,Amazon Silk,39,39,0
2019-06-05,tablet,Internet Explorer,39,39,0
2019-06-05,tablet,Safari,311,350,66.5714
2019-06-06,desktop,Chrome,2759,3147,46.9018
2019-06-06,desktop,Edge,272,311,37.6206
2019-06-06,desktop,Firefox,389,505,38.4158
2019-06-06,desktop,Internet Explorer,544,583,20.0686
2019-06-06,desktop,Opera,39,39,100
2019-06-06,desktop,Safari,272,272,56.9853
2019-06-06,mobile,Android Webview,39,39,100
2019-06-06,mobile,Chrome,855,1010,34.6535
2019-06-06,mobile,Opera,39,39,0
2019-06-06,mobile,Safari,1515,1671,27.8875
2019-06-06,mobile,Safari (in-app),117,117,66.6667
2019-06-06,mobile,Samsung Internet,194,544,50
2019-06-06,tablet,Amazon Silk,39,78,0
2019-06-06,tablet,Chrome,39,39,0
2019-06-06,tablet,Internet Explorer,117,155,50.3226
2019-06-06,tablet,Safari,194,194,40.2062
2019-06-06,tablet,Samsung Internet,39,39,0
2019-06-07,desktop,Chrome,2914,3419,43.1705
2019-06-07,desktop,Edge,233,233,16.7382
2019-06-07,desktop,Firefox,155,155,75.4839
2019-06-07,desktop,Internet Explorer,505,583,39.9657
2019-06-07,desktop,Safari,272,311,25.0804
2019-06-07,mobile,Chrome,661,738,36.8564
2019-06-07,mobile,Edge,39,39,0
2019-06-07,mobile,Opera Mini,39,39,0
2019-06-07,mobile,Safari,1554,1826,38.2804
2019-06-07,mobile,Samsung Internet,117,233,16.7382
2019-06-07,tablet,Chrome,117,117,33.3333
2019-06-07,tablet,Internet Explorer,39,39,0
2019-06-07,tablet,Safari,155,155,0
2019-06-08,desktop,Chrome,738,816,28.5539
2019-06-08,desktop,Edge,78,155,0
2019-06-08,desktop,Firefox,39,39,0
2019-06-08,desktop,Internet Explorer,78,117,33.3333
2019-06-08,desktop,Safari,155,155,25.1613
2019-06-08,mobile,Chrome,894,971,47.9918
2019-06-08,mobile,Firefox,39,39,100
2019-06-08,mobile,Opera Mini,39,39,100
2019-06-08,mobile,Safari,971,1049,29.6473
2019-06-08,mobile,Safari (in-app),194,194,79.8969
2019-06-08,mobile,Samsung Internet,155,350,11.1429
2019-06-08,tablet,Safari,233,272,71.3235
2019-06-09,desktop,Chrome,894,933,37.5134
2019-06-09,desktop,Edge,78,117,33.3333
2019-06-09,desktop,Firefox,117,117,66.6667
2019-06-09,desktop,Internet Explorer,78,78,50
2019-06-09,desktop,Opera,39,39,100
2019-06-09,desktop,Safari,233,233,50.2146
2019-06-09,mobile,Chrome,933,971,36.0453
2019-06-09,mobile,Safari,1088,1166,46.6552
2019-06-09,mobile,Safari (in-app),117,117,33.3333
2019-06-09,mobile,Samsung Internet,194,544,42.8309
2019-06-09,tablet,Safari,78,117,66.6667
2019-06-10,desktop,Chrome,3303,3614,31.1843
2019-06-10,desktop,Edge,427,466,25.1073
2019-06-10,desktop,Firefox,233,350,44.2857
2019-06-10,desktop,Internet Explorer,777,816,14.3382
2019-06-10,desktop,Opera,39,39,0
2019-06-10,desktop,Safari,661,738,42.1409
2019-06-10,mobile,Android Webview,39,39,100
2019-06-10,mobile,Chrome,622,738,21.0027
2019-06-10,mobile,Safari,1904,2098,40.7531
2019-06-10,mobile,Safari (in-app),117,117,100
2019-06-10,mobile,Samsung Internet,117,505,23.1683
2019-06-10,tablet,Chrome,39,39,100
2019-06-10,tablet,Internet Explorer,39,39,0
2019-06-11,desktop,Chrome,3458,3808,42.8571
2019-06-11,desktop,Edge,311,350,44.2857
2019-06-11,desktop,Firefox,155,155,25.1613
2019-06-11,desktop,Internet Explorer,933,971,32.0288
2019-06-11,desktop,Safari,466,544,42.8309
2019-06-11,mobile,Android Webview,39,39,100
2019-06-11,mobile,Chrome,1088,1243,34.3524
2019-06-11,mobile,Safari,1632,1826,42.552
2019-06-11,mobile,Safari (in-app),78,78,100
2019-06-11,mobile,Samsung Internet,194,544,35.6618
2019-06-11,tablet,Amazon Silk,39,39,100
2019-06-11,tablet,Chrome,78,78,50
2019-06-11,tablet,Internet Explorer,39,39,0
2019-06-11,tablet,Safari,117,194,0
2019-06-11,tablet,Safari (in-app),39,39,100
2019-06-12,desktop,Chrome,2914,3147,41.9765
2019-06-12,desktop,Edge,78,78,0
2019-06-12,desktop,Firefox,233,233,16.7382
2019-06-12,desktop,Internet Explorer,661,738,26.2873
2019-06-12,desktop,Opera,39,39,0
2019-06-12,desktop,Safari,583,622,68.6495
2019-06-12,mobile,Chrome,1010,1205,41.9087
2019-06-12,mobile,Safari,2292,2564,40.9126
2019-06-12,mobile,Safari (in-app),233,233,83.2618
2019-06-12,mobile,Samsung Internet,194,738,52.71
2019-06-12,tablet,Internet Explorer,78,78,50
2019-06-12,tablet,Safari,78,78,0
2019-06-12,tablet,Safari (in-app),39,39,100
2019-06-13,desktop,Chrome,2875,3458,42.6836
2019-06-13,desktop,Edge,155,194,60.3093
2019-06-13,desktop,Firefox,272,272,71.3235
2019-06-13,desktop,Internet Explorer,505,505,38.4158
2019-06-13,desktop,Opera,78,78,50
2019-06-13,desktop,Safari,233,233,50.2146
2019-06-13,mobile,Android Webview,39,39,0
2019-06-13,mobile,Chrome,894,1205,35.4357
2019-06-13,mobile,Edge,39,39,0
2019-06-13,mobile,Opera,39,39,0
2019-06-13,mobile,Safari,1515,1710,45.4386
2019-06-13,mobile,Safari (in-app),78,78,50
2019-06-13,mobile,Samsung Internet,272,777,50.0644
2019-06-13,tablet,Internet Explorer,78,78,0
2019-06-13,tablet,Safari,155,155,0
2019-06-14,desktop,'Mozilla,39,39,100
2019-06-14,desktop,Chrome,2370,2992,38.9706
2019-06-14,desktop,Edge,117,117,33.3333
2019-06-14,desktop,Firefox,350,350,22.2857
2019-06-14,desktop,Internet Explorer,738,738,52.71
2019-06-14,desktop,Opera,39,39,100
2019-06-14,desktop,Safari,272,389,49.8715
2019-06-14,mobile,Android Webview,39,39,100
2019-06-14,mobile,Chrome,583,661,23.4493
2019-06-14,mobile,Opera,39,39,0
2019-06-14,mobile,Safari,1438,1671,39.5572
2019-06-14,mobile,Safari (in-app),117,117,66.6667
2019-06-14,mobile,Samsung Internet,350,738,52.71
2019-06-14,tablet,Amazon Silk,39,39,0
2019-06-14,tablet,Safari,78,78,0
2019-06-15,desktop,Chrome,1049,1205,35.4357
2019-06-15,desktop,Edge,39,39,0
2019-06-15,desktop,Firefox,39,39,100
2019-06-15,desktop,Internet Explorer,78,78,50
2019-06-15,desktop,Safari,311,311,49.8392
2019-06-15,mobile,Android Webview,155,155,25.1613
2019-06-15,mobile,Chrome,661,699,44.4921
2019-06-15,mobile,Safari,1088,1127,62.0231
2019-06-15,mobile,Safari (in-app),78,78,50
2019-06-15,mobile,Samsung Internet,155,389,39.8458
2019-06-15,tablet,Safari,78,78,50
2019-06-16,desktop,Chrome,933,1010,38.5149
2019-06-16,desktop,Edge,194,194,60.3093
2019-06-16,desktop,Firefox,117,155,50.3226
2019-06-16,desktop,Internet Explorer,39,78,0
2019-06-16,desktop,Safari,78,78,100
2019-06-16,desktop,YaBrowser,39,39,100
2019-06-16,mobile,Android Webview,117,117,0
2019-06-16,mobile,Chrome,971,1010,34.6535
2019-06-16,mobile,Edge,39,39,100
2019-06-16,mobile,Safari,1127,1166,43.3105
2019-06-16,mobile,Safari (in-app),155,155,25.1613
2019-06-16,mobile,Samsung Internet,78,194,60.3093
2019-06-16,tablet,Chrome,78,78,50
2019-06-16,tablet,Safari,39,39,100
2019-06-17,desktop,Chrome,2759,3070,36.7101
2019-06-17,desktop,Edge,311,466,25.1073
2019-06-17,desktop,Firefox,194,233,50.2146
2019-06-17,desktop,Internet Explorer,544,661,47.0499
2019-06-17,desktop,Opera,39,117,33.3333
2019-06-17,desktop,Safari,544,622,18.8103
2019-06-17,mobile,Android Webview,78,78,100
2019-06-17,mobile,Chrome,1010,1243,40.6275
2019-06-17,mobile,Safari,2254,2681,43.4912
2019-06-17,mobile,Safari (in-app),155,155,75.4839
2019-06-17,mobile,Samsung Internet,155,544,42.8309
2019-06-17,tablet,Chrome,39,39,100
2019-06-17,tablet,Internet Explorer,78,78,50
2019-06-17,tablet,Safari,117,117,0
2019-06-17,tablet,Safari (in-app),39,39,100
2019-06-18,desktop,Chrome,3225,3536,50.5373
2019-06-18,desktop,Edge,389,427,45.4333
2019-06-18,desktop,Firefox,194,311,25.0804
2019-06-18,desktop,Internet Explorer,699,738,31.5718
2019-06-18,desktop,Mozilla Compatible Agent,39,39,100
2019-06-18,desktop,Safari,389,544,42.8309
2019-06-18,mobile,Android Webview,117,117,33.3333
2019-06-18,mobile,Chrome,1243,1321,55.8668
2019-06-18,mobile,Safari,2098,2370,42.616
2019-06-18,mobile,Safari (in-app),194,194,60.3093
2019-06-18,mobile,Samsung Internet,233,583,39.9657
2019-06-18,tablet,Chrome,78,78,0
2019-06-18,tablet,Safari,194,233,50.2146
2019-06-19,desktop,Chrome,3225,3924,26.7329
2019-06-19,desktop,Edge,194,194,40.2062
2019-06-19,desktop,Firefox,350,389,39.8458
2019-06-19,desktop,Internet Explorer,544,583,20.0686
2019-06-19,desktop,Mozilla Compatible Agent,39,39,100
2019-06-19,desktop,Safari,311,311,25.0804
2019-06-19,mobile,Android Webview,155,155,25.1613
2019-06-19,mobile,Chrome,622,699,44.4921
2019-06-19,mobile,Firefox,39,78,50
2019-06-19,mobile,Opera,39,39,100
2019-06-19,mobile,Safari,2137,2564,45.4758
2019-06-19,mobile,Safari (in-app),39,39,100
2019-06-19,mobile,Samsung Internet,311,738,42.1409
2019-06-19,tablet,Amazon Silk,39,39,0
2019-06-19,tablet,Internet Explorer,78,78,0
2019-06-19,tablet,Safari,233,233,50.2146
2019-06-20,desktop,Chrome,2798,3108,45.0129
2019-06-20,desktop,Edge,39,39,0
2019-06-20,desktop,Firefox,389,389,30.0771
2019-06-20,desktop,Internet Explorer,816,816,42.8922
2019-06-20,desktop,Safari,389,389,30.0771
2019-06-20,mobile,Android Webview,117,117,33.3333
2019-06-20,mobile,Chrome,622,699,38.9127
2019-06-20,mobile,Safari,2020,2215,47.3589
2019-06-20,mobile,Safari (in-app),350,350,66.5714
2019-06-20,mobile,Samsung Internet,233,583,53.3448
2019-06-20,tablet,Internet Explorer,78,233,33.4764
2019-06-20,tablet,Safari,117,194,60.3093
2019-06-21,desktop,Chrome,2176,2681,46.3633
2019-06-21,desktop,Edge,155,194,20.1031
2019-06-21,desktop,Firefox,233,272,14.3382
2019-06-21,desktop,Internet Explorer,427,505,15.4455
2019-06-21,desktop,Mozilla Compatible Agent,39,39,0
2019-06-21,desktop,Safari,233,272,28.6765
2019-06-21,mobile,Android Webview,39,39,100
2019-06-21,mobile,Chrome,933,971,47.9918
2019-06-21,mobile,Firefox,39,39,0
2019-06-21,mobile,Safari,1826,2176,46.4154
2019-06-21,mobile,Safari (in-app),350,350,33.4286
2019-06-21,mobile,Samsung Internet,155,427,36.2998
2019-06-21,tablet,Internet Explorer,78,78,0
2019-06-21,tablet,Safari,194,194,0
2019-06-21,tablet,Samsung Internet,39,39,0
2019-06-22,desktop,Chrome,777,855,36.3743
2019-06-22,desktop,Edge,39,39,0
2019-06-22,desktop,Firefox,78,78,50
2019-06-22,desktop,Internet Explorer,39,78,50
2019-06-22,desktop,Safari,155,155,50.3226
2019-06-22,mobile,Android Webview,155,155,100
2019-06-22,mobile,Chrome,544,738,42.1409
2019-06-22,mobile,Safari,1360,1593,58.5687
2019-06-22,mobile,Safari (in-app),155,155,50.3226
2019-06-22,mobile,Samsung Internet,233,466,41.6309
2019-06-22,tablet,Amazon Silk,39,39,0
2019-06-22,tablet,Chrome,78,78,100
2019-06-22,tablet,Safari,78,78,50
2019-06-23,desktop,Chrome,1088,1282,45.4758
2019-06-23,desktop,Edge,39,39,0
2019-06-23,desktop,Internet Explorer,39,39,0
2019-06-23,desktop,Safari,311,311,0
2019-06-23,mobile,Android Webview,194,194,40.2062
2019-06-23,mobile,Chrome,738,894,21.7002
2019-06-23,mobile,Safari,1515,1554,55.0193
2019-06-23,mobile,Safari (in-app),117,117,100
2019-06-23,mobile,Samsung Internet,194,272,56.9853
2019-06-23,tablet,Internet Explorer,39,39,0
2019-06-23,tablet,Safari,117,117,66.6667
2019-06-23,tablet,Safari (in-app),39,39,100
2019-06-24,desktop,Chrome,2992,3303,35.3012
2019-06-24,desktop,Edge,350,389,20.0514
2019-06-24,desktop,Firefox,427,466,33.2618
2019-06-24,desktop,Internet Explorer,661,816,18.9951
2019-06-24,desktop,Opera,39,39,100
2019-06-24,desktop,Safari,427,427,36.2998
2019-06-24,mobile,Android Webview,78,78,100
2019-06-24,mobile,Chrome,1321,1593,36.5976
2019-06-24,mobile,Safari,1515,1710,45.4386
2019-06-24,mobile,Safari (in-app),350,350,66.5714
2019-06-24,mobile,Samsung Internet,466,971,64.0577
2019-06-24,tablet,Amazon Silk,39,39,0
2019-06-24,tablet,Android Webview,39,39,100
2019-06-24,tablet,Safari,272,272,28.6765
2019-06-25,desktop,Chrome,3031,3847,36.366
2019-06-25,desktop,Edge,311,350,33.4286
2019-06-25,desktop,Firefox,350,389,30.0771
2019-06-25,desktop,Internet Explorer,661,894,26.0626
2019-06-25,desktop,Mozilla Compatible Agent,39,39,100
2019-06-25,desktop,Safari,272,389,10.0257
2019-06-25,mobile,Android Webview,78,78,50
2019-06-25,mobile,Chrome,777,894,34.7875
2019-06-25,mobile,Safari,2254,2526,43.0721
2019-06-25,mobile,Safari (in-app),233,233,83.2618
2019-06-25,mobile,Samsung Internet,233,777,40.0257
2019-06-25,tablet,Android Webview,39,39,100
2019-06-25,tablet,Internet Explorer,39,78,0
2019-06-25,tablet,Safari,117,117,33.3333
2019-06-26,desktop,Chrome,2992,3497,43.3228
2019-06-26,desktop,Edge,350,427,18.267
2019-06-26,desktop,Firefox,155,194,60.3093
2019-06-26,desktop,Internet Explorer,583,855,22.6901
2019-06-26,desktop,Safari,661,738,21.0027
2019-06-26,mobile,Android Webview,155,155,25.1613
2019-06-26,mobile,Chrome,971,1049,40.7054
2019-06-26,mobile,Safari,1710,2254,62.0674
2019-06-26,mobile,Safari (in-app),233,233,66.5236
2019-06-26,mobile,Samsung Internet,272,661,41.1498
2019-06-26,tablet,Internet Explorer,39,78,0
2019-06-26,tablet,Safari,117,117,33.3333
2019-06-26,tablet,Safari (in-app),39,39,100
2019-06-27,desktop,Chrome,3536,4157,48.5927
2019-06-27,desktop,Edge,272,272,43.0147
2019-06-27,desktop,Firefox,350,544,35.6618
2019-06-27,desktop,Internet Explorer,466,466,33.2618
2019-06-27,desktop,Mozilla Compatible Agent,39,39,100
2019-06-27,desktop,Safari,544,622,56.2701
2019-06-27,mobile,Chrome,855,894,34.7875
2019-06-27,mobile,Opera,39,39,100
2019-06-27,mobile,Safari,1943,2370,50.8439
2019-06-27,mobile,Safari (in-app),233,233,66.5236
2019-06-27,mobile,Samsung Internet,233,583,33.2762
2019-06-27,tablet,Chrome,39,39,100
2019-06-27,tablet,Safari,117,155,0
2019-06-28,desktop,'Mozilla,39,39,100
2019-06-28,desktop,Chrome,2448,2798,41.6726
2019-06-28,desktop,Edge,389,466,41.6309
2019-06-28,desktop,Firefox,311,544,21.5074
2019-06-28,desktop,Internet Explorer,350,389,20.0514
2019-06-28,desktop,Safari,466,583,46.6552
2019-06-28,mobile,Android Webview,78,78,100
2019-06-28,mobile,Chrome,1282,1554,37.5161
2019-06-28,mobile,Safari,1982,2370,40.9705
2019-06-28,mobile,Safari (in-app),155,155,75.4839
2019-06-28,mobile,Samsung Internet,311,583,26.5866
2019-06-28,tablet,Amazon Silk,39,39,100
2019-06-28,tablet,Internet Explorer,39,39,0
2019-06-28,tablet,Safari,117,155,75.4839
2019-06-29,desktop,Chrome,816,855,49.9415
2019-06-29,desktop,Edge,78,117,33.3333
2019-06-29,desktop,Firefox,78,78,0
2019-06-29,desktop,Internet Explorer,39,39,0
2019-06-29,desktop,Opera,39,39,100
2019-06-29,desktop,Safari,155,194,40.2062
2019-06-29,mobile,Android Webview,155,155,75.4839
2019-06-29,mobile,Chrome,855,855,40.9357
2019-06-29,mobile,Opera Mini,39,39,0
2019-06-29,mobile,Safari,1476,1593,46.3277
2019-06-29,mobile,Safari (in-app),194,194,79.8969
2019-06-29,mobile,Samsung Internet,155,544,42.8309
2019-06-29,tablet,Chrome,39,78,0
2019-06-29,tablet,Safari,78,78,50
2019-06-30,desktop,Chrome,699,855,27.2515
2019-06-30,desktop,Edge,78,117,33.3333
2019-06-30,desktop,Firefox,117,117,66.6667
2019-06-30,desktop,Internet Explorer,39,39,0
2019-06-30,desktop,Opera,39,39,100
2019-06-30,desktop,Safari,272,272,28.6765
2019-06-30,mobile,Android Webview,194,194,40.2062
2019-06-30,mobile,Chrome,699,699,22.1745
2019-06-30,mobile,Safari,1360,1593,60.9542
2019-06-30,mobile,Safari (in-app),233,233,66.5236
2019-06-30,mobile,Samsung Internet,194,311,49.8392
2019-06-30,tablet,Amazon Silk,39,39,100
2019-06-30,tablet,Chrome,39,78,0
2019-06-30,tablet,Internet Explorer,117,155,0
2019-06-30,tablet,Safari,233,233,66.5236
2019-06-01,desktop,Chrome,1011,1088,25
2019-06-01,desktop,Edge,117,117,66.6667
2019-06-01,desktop,Firefox,155,155,50.3226
2019-06-01,desktop,Internet Explorer,117,117,33.3333
2019-06-01,desktop,Safari,194,233,33.4764
2019-06-01,mobile,Chrome,583,700,50
2019-06-01,mobile,Safari,1205,1438,43.2545
2019-06-01,mobile,Safari (in-app),78,78,50
2019-06-01,mobile,Samsung Internet,39,117,100
2019-06-01,tablet,Chrome,39,39,0
2019-06-01,tablet,Safari,194,194,40.2062
2019-06-02,desktop,Chrome,933,972,44.0329
2019-06-02,desktop,Edge,155,155,0
2019-06-02,desktop,Firefox,78,78,0
2019-06-02,desktop,Internet Explorer,78,78,50
2019-06-02,desktop,Safari,311,350,66.5714
2019-06-02,mobile,Chrome,466,505,38.4158
2019-06-02,mobile,Safari,1633,1866,45.8199
2019-06-02,mobile,Samsung Internet,194,466,58.3691
2019-06-02,tablet,Chrome,78,78,50
2019-06-02,tablet,Safari,155,155,50.3226
2019-06-03,desktop,Chrome,2721,2915,42.6758
2019-06-03,desktop,Edge,466,505,38.4158
2019-06-03,desktop,Firefox,233,272,14.3382
2019-06-03,desktop,Internet Explorer,700,816,38.1127
2019-06-03,desktop,Opera,39,39,0
2019-06-03,desktop,Safari,389,466,41.6309
2019-06-03,mobile,Android Webview,39,39,100
2019-06-03,mobile,Chrome,894,1283,33.3593
2019-06-03,mobile,Safari,2255,2682,49.2916
2019-06-03,mobile,Safari (in-app),39,39,0
2019-06-03,mobile,Samsung Internet,350,544,35.6618
2019-06-03,tablet,Safari,117,272,85.6618
2019-06-04,desktop,Chrome,3149,3498,39.9943
2019-06-04,desktop,Edge,194,194,40.2062
2019-06-04,desktop,Firefox,311,311,37.6206
2019-06-04,desktop,Internet Explorer,700,816,28.5539
2019-06-04,desktop,Safari,350,389,49.8715
2019-06-04,mobile,Android Webview,78,78,100
2019-06-04,mobile,Chrome,816,972,47.9424
2019-06-04,mobile,Safari,1866,2060,28.301
2019-06-04,mobile,Safari (in-app),194,194,79.8969
2019-06-04,mobile,Samsung Internet,466,894,30.4251
2019-06-04,tablet,Chrome,39,155,25.1613
2019-06-04,tablet,Internet Explorer,39,39,0
2019-06-04,tablet,Safari,117,272,43.0147
2019-06-05,desktop,Chrome,3149,3537,48.3461
2019-06-05,desktop,Edge,389,389,30.0771
2019-06-05,desktop,Firefox,233,233,50.2146
2019-06-05,desktop,Internet Explorer,428,544,42.8309
2019-06-05,desktop,Mozilla Compatible Agent,78,78,100
2019-06-05,desktop,Safari,505,505,46.1386
2019-06-05,mobile,Android Browser,39,39,100
2019-06-05,mobile,Android Webview,78,78,100
2019-06-05,mobile,Chrome,739,816,38.1127
2019-06-05,mobile,Safari,1982,2293,37.2874
2019-06-05,mobile,Safari (in-app),155,155,50.3226
2019-06-05,mobile,Samsung Internet,155,544,28.4926
2019-06-05,tablet,Amazon Silk,39,39,0
2019-06-05,tablet,Internet Explorer,39,39,0
2019-06-05,tablet,Safari,311,350,66.5714
2019-06-06,desktop,Chrome,2760,3149,46.9038
2019-06-06,desktop,Edge,272,311,37.6206
2019-06-06,desktop,Firefox,389,505,38.4158
2019-06-06,desktop,Internet Explorer,544,583,20.0686
2019-06-06,desktop,Opera,39,39,100
2019-06-06,desktop,Safari,272,272,56.9853
2019-06-06,mobile,Android Webview,39,39,100
2019-06-06,mobile,Chrome,855,1011,34.6192
2019-06-06,mobile,Opera,39,39,0
2019-06-06,mobile,Safari,1516,1671,27.8875
2019-06-06,mobile,Safari (in-app),117,117,66.6667
2019-06-06,mobile,Samsung Internet,194,544,50
2019-06-06,tablet,Amazon Silk,39,78,0
2019-06-06,tablet,Chrome,39,39,0
2019-06-06,tablet,Internet Explorer,117,155,50.3226
2019-06-06,tablet,Safari,194,194,40.2062
2019-06-06,tablet,Samsung Internet,39,39,0
2019-06-07,desktop,Chrome,2915,3421,43.1745
2019-06-07,desktop,Edge,233,233,16.7382
2019-06-07,desktop,Firefox,155,155,75.4839
2019-06-07,desktop,Internet Explorer,505,583,39.9657
2019-06-07,desktop,Safari,272,311,25.0804
2019-06-07,mobile,Chrome,661,739,36.8065
2019-06-07,mobile,Edge,39,39,0
2019-06-07,mobile,Opera Mini,39,39,0
2019-06-07,mobile,Safari,1555,1827,38.3142
2019-06-07,mobile,Samsung Internet,117,233,16.7382
2019-06-07,tablet,Chrome,117,117,33.3333
2019-06-07,tablet,Internet Explorer,39,39,0
2019-06-07,tablet,Safari,155,155,0
2019-06-08,desktop,Chrome,739,816,28.5539
2019-06-08,desktop,Edge,78,155,0
2019-06-08,desktop,Firefox,39,39,0
2019-06-08,desktop,Internet Explorer,78,117,33.3333
2019-06-08,desktop,Safari,155,155,25.1613
2019-06-08,mobile,Chrome,894,972,47.9424
2019-06-08,mobile,Firefox,39,39,100
2019-06-08,mobile,Opera Mini,39,39,100
2019-06-08,mobile,Safari,972,1050,29.619
2019-06-08,mobile,Safari (in-app),194,194,79.8969
2019-06-08,mobile,Samsung Internet,155,350,11.1429
2019-06-08,tablet,Safari,233,272,71.3235
2019-06-09,desktop,Chrome,855,894,34.7875
2019-06-09,desktop,Edge,78,117,33.3333
2019-06-09,desktop,Firefox,117,117,66.6667
2019-06-09,desktop,Internet Explorer,78,78,50
2019-06-09,desktop,Opera,39,39,100
2019-06-09,desktop,Safari,233,233,50.2146
2019-06-09,mobile,Chrome,933,972,36.0082
2019-06-09,mobile,Safari,1088,1166,46.6552
2019-06-09,mobile,Safari (in-app),117,117,33.3333
2019-06-09,mobile,Samsung Internet,194,544,42.8309
2019-06-09,tablet,Safari,78,117,66.6667
2019-06-10,desktop,Chrome,3304,3615,31.1757
2019-06-10,desktop,Edge,428,466,25.1073
2019-06-10,desktop,Firefox,233,350,44.2857
2019-06-10,desktop,Internet Explorer,777,816,14.3382
2019-06-10,desktop,Opera,39,39,0
2019-06-10,desktop,Safari,661,739,42.0839
2019-06-10,mobile,Android Webview,39,39,100
2019-06-10,mobile,Chrome,622,739,20.9743
2019-06-10,mobile,Safari,1905,2099,40.7337
2019-06-10,mobile,Safari (in-app),117,117,100
2019-06-10,mobile,Samsung Internet,117,505,23.1683
2019-06-10,tablet,Chrome,39,39,100
2019-06-10,tablet,Internet Explorer,39,39,0
2019-06-11,desktop,Chrome,3460,3809,42.8721
2019-06-11,desktop,Edge,311,350,44.2857
2019-06-11,desktop,Firefox,155,155,25.1613
2019-06-11,desktop,Internet Explorer,933,972,31.9959
2019-06-11,desktop,Safari,466,544,42.8309
2019-06-11,mobile,Android Webview,39,39,100
2019-06-11,mobile,Chrome,1088,1244,34.4051
2019-06-11,mobile,Safari,1633,1827,42.5287
2019-06-11,mobile,Safari (in-app),78,78,100
2019-06-11,mobile,Samsung Internet,194,544,35.6618
2019-06-11,tablet,Amazon Silk,39,39,100
2019-06-11,tablet,Chrome,78,78,50
2019-06-11,tablet,Internet Explorer,39,39,0
2019-06-11,tablet,Safari,117,194,0
2019-06-11,tablet,Safari (in-app),39,39,100
2019-06-12,desktop,Chrome,2915,3149,41.9816
2019-06-12,desktop,Edge,78,78,0
2019-06-12,desktop,Firefox,233,233,16.7382
2019-06-12,desktop,Internet Explorer,661,739,26.2517
2019-06-12,desktop,Opera,39,39,0
2019-06-12,desktop,Safari,583,622,68.8103
2019-06-12,mobile,Chrome,1011,1205,41.9087
2019-06-12,mobile,Safari,2293,2566,40.9197
2019-06-12,mobile,Safari (in-app),233,233,83.2618
2019-06-12,mobile,Samsung Internet,194,739,52.6387
2019-06-12,tablet,Internet Explorer,78,78,50
2019-06-12,tablet,Safari,78,78,0
2019-06-12,tablet,Safari (in-app),39,39,100
2019-06-13,desktop,Chrome,2877,3460,42.6879
2019-06-13,desktop,Edge,155,194,60.3093
2019-06-13,desktop,Firefox,272,272,71.3235
2019-06-13,desktop,Internet Explorer,505,505,38.4158
2019-06-13,desktop,Opera,78,78,50
2019-06-13,desktop,Safari,233,233,50.2146
2019-06-13,mobile,Android Webview,39,39,0
2019-06-13,mobile,Chrome,894,1205,35.5187
2019-06-13,mobile,Edge,39,39,0
2019-06-13,mobile,Opera,39,39,0
2019-06-13,mobile,Safari,1516,1710,45.4386
2019-06-13,mobile,Safari (in-app),78,78,50
2019-06-13,mobile,Samsung Internet,272,777,50.0644
2019-06-13,tablet,Internet Explorer,78,78,0
2019-06-13,tablet,Safari,155,155,0
2019-06-14,desktop,'Mozilla,39,39,100
2019-06-14,desktop,Chrome,2371,2993,38.9576
2019-06-14,desktop,Edge,117,117,33.3333
2019-06-14,desktop,Firefox,350,350,22.2857
2019-06-14,desktop,Internet Explorer,739,739,52.6387
2019-06-14,desktop,Opera,39,39,100
2019-06-14,desktop,Safari,272,389,49.8715
2019-06-14,mobile,Android Webview,39,39,100
2019-06-14,mobile,Chrome,583,661,23.4493
2019-06-14,mobile,Opera,39,39,0
2019-06-14,mobile,Safari,1438,1671,39.5572
2019-06-14,mobile,Safari (in-app),117,117,66.6667
2019-06-14,mobile,Samsung Internet,350,739,52.6387
2019-06-14,tablet,Amazon Silk,39,39,0
2019-06-14,tablet,Safari,78,78,0
2019-06-15,desktop,Chrome,1050,1205,35.5187
2019-06-15,desktop,Edge,39,39,0
2019-06-15,desktop,Firefox,39,39,100
2019-06-15,desktop,Internet Explorer,78,78,50
2019-06-15,desktop,Safari,311,311,49.8392
2019-06-15,mobile,Android Webview,155,155,25.1613
2019-06-15,mobile,Chrome,661,700,44.4286
2019-06-15,mobile,Safari,1088,1127,62.1118
2019-06-15,mobile,Safari (in-app),78,78,50
2019-06-15,mobile,Samsung Internet,155,389,39.8458
2019-06-15,tablet,Safari,78,78,50
2019-06-16,desktop,Chrome,933,1011,38.4768
2019-06-16,desktop,Edge,194,194,60.3093
2019-06-16,desktop,Firefox,117,155,50.3226
2019-06-16,desktop,Internet Explorer,39,78,0
2019-06-16,desktop,Safari,78,78,100
2019-06-16,desktop,YaBrowser,39,39,100
2019-06-16,mobile,Android Webview,117,117,0
2019-06-16,mobile,Chrome,972,1011,34.6192
2019-06-16,mobile,Edge,39,39,100
2019-06-16,mobile,Safari,1127,1166,43.3105
2019-06-16,mobile,Safari (in-app),155,155,25.1613
2019-06-16,mobile,Samsung Internet,78,194,60.3093
